ID,Thumbnail,Name,Type,"Attribute Set",SKU,Price,"Quantity per Source","Salable Quantity",Visibility,Status,Websites,Maattabel,Maat,"Kraag type",Pasvorm,Mouwlengte,"Default Original Qty",Eigenschappen,Materiaal,Borstzak,EAN,Capsule,Samenstelling,Duurzaamheid,"Marketing label","Creation Date"
18094," -","Profuomo off white supima trouwhemd-43","Simple Product",Default,PP2H00001D-43,€99.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",43,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172196725," -","100% katoen"," -"," -","2025-01-02 21:53:03"
18095," -","Profuomo off white supima trouwhemd-44","Simple Product",Default,PP2H00001D-44,€99.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",44,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172196732," -","100% katoen"," -"," -","2025-01-02 21:53:03"
18096," -","Profuomo off white supima trouwhemd-45","Simple Product",Default,PP2H00001D-45,€99.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",45,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak",8716172196749," -","100% katoen"," -"," -","2025-01-02 21:53:03"
18097,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2h00001d_0.jpg,"Profuomo off white supima trouwhemd","Configurable Product",Default,PP2H00001D," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden"," -",Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","100% katoen"," -"," -","2025-01-02 21:53:04"
18098," -","Profuomo blauw royal twill extra lm-37","Simple Product",Default,PP2HC0014-37,€129.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",37,"Extra cutaway","Slim fit"," -"," -"," -",Katoen,"Zonder borstzak",8717995055800," -","100% katoen","Better Cotton Initiative"," -","2025-01-02 21:53:58"
18099," -","Profuomo blauw royal twill extra lm-38","Simple Product",Default,PP2HC0014-38,€129.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",38,"Extra cutaway","Slim fit"," -"," -"," -",Katoen,"Zonder borstzak",8717995055817," -","100% katoen","Better Cotton Initiative"," -","2025-01-02 21:53:58"
18100," -","Profuomo blauw royal twill extra lm-39","Simple Product",Default,PP2HC0014-39,€129.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",39,"Extra cutaway","Slim fit"," -"," -"," -",Katoen,"Zonder borstzak",8717995055824," -","100% katoen","Better Cotton Initiative"," -","2025-01-02 21:53:58"
18101," -","Profuomo blauw royal twill extra lm-40","Simple Product",Default,PP2HC0014-40,€129.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",40,"Extra cutaway","Slim fit"," -"," -"," -",Katoen,"Zonder borstzak",8717995055831," -","100% katoen","Better Cotton Initiative"," -","2025-01-02 21:53:58"
18102," -","Profuomo blauw royal twill extra lm-41","Simple Product",Default,PP2HC0014-41,€129.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",41,"Extra cutaway","Slim fit"," -"," -"," -",Katoen,"Zonder borstzak",8717995055848," -","100% katoen","Better Cotton Initiative"," -","2025-01-02 21:53:58"
18103," -","Profuomo blauw royal twill extra lm-42","Simple Product",Default,PP2HC0014-42,€129.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",42,"Extra cutaway","Slim fit"," -"," -"," -",Katoen,"Zonder borstzak",8717995055855," -","100% katoen","Better Cotton Initiative"," -","2025-01-02 21:53:59"
18104," -","Profuomo blauw royal twill extra lm-43","Simple Product",Default,PP2HC0014-43,€129.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",43,"Extra cutaway","Slim fit"," -"," -"," -",Katoen,"Zonder borstzak",8717995055862," -","100% katoen","Better Cotton Initiative"," -","2025-01-02 21:53:59"
18105," -","Profuomo blauw royal twill extra lm-44","Simple Product",Default,PP2HC0014-44,€129.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",44,"Extra cutaway","Slim fit"," -"," -"," -",Katoen,"Zonder borstzak",8717995055879," -","100% katoen","Better Cotton Initiative"," -","2025-01-02 21:53:59"
18106," -","Profuomo blauw royal twill extra lm-45","Simple Product",Default,PP2HC0014-45,€129.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",45,"Extra cutaway","Slim fit"," -"," -"," -",Katoen,"Zonder borstzak",8717995055886," -","100% katoen","Better Cotton Initiative"," -","2025-01-02 21:53:59"
18108,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2hc0014_0.jpg,"Profuomo blauw royal twill extra lm","Configurable Product",Default,PP2HC0014," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden"," -","Extra cutaway","Slim fit"," -"," -"," -",Katoen,"Zonder borstzak"," -"," -","100% katoen","Better Cotton Initiative"," -","2025-01-02 21:53:59"
21227," -","Profuomo navy pique knitted overhemd-37","Simple Product",Default,PP2H00003A-37,€89.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",37,Cutaway,"Slim fit","Lange mouw (normaal)"," -",Knitted,Katoen,"Zonder borstzak"," -",Knitted,"100% katoen","Better Cotton Initiative"," -","2025-01-09 00:15:58"
21228," -","Profuomo navy pique knitted overhemd-38","Simple Product",Default,PP2H00003A-38,€89.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",38,Cutaway,"Slim fit","Lange mouw (normaal)"," -",Knitted,Katoen,"Zonder borstzak"," -",Knitted,"100% katoen","Better Cotton Initiative"," -","2025-01-09 00:15:59"
21229," -","Profuomo navy pique knitted overhemd-39","Simple Product",Default,PP2H00003A-39,€89.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",39,Cutaway,"Slim fit","Lange mouw (normaal)"," -",Knitted,Katoen,"Zonder borstzak"," -",Knitted,"100% katoen","Better Cotton Initiative"," -","2025-01-09 00:15:59"
21230," -","Profuomo navy pique knitted overhemd-40","Simple Product",Default,PP2H00003A-40,€89.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",40,Cutaway,"Slim fit","Lange mouw (normaal)"," -",Knitted,Katoen,"Zonder borstzak"," -",Knitted,"100% katoen","Better Cotton Initiative"," -","2025-01-09 00:15:59"
21231," -","Profuomo navy pique knitted overhemd-41","Simple Product",Default,PP2H00003A-41,€89.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",41,Cutaway,"Slim fit","Lange mouw (normaal)"," -",Knitted,Katoen,"Zonder borstzak"," -",Knitted,"100% katoen","Better Cotton Initiative"," -","2025-01-09 00:15:59"
21232," -","Profuomo navy pique knitted overhemd-42","Simple Product",Default,PP2H00003A-42,€89.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",42,Cutaway,"Slim fit","Lange mouw (normaal)"," -",Knitted,Katoen,"Zonder borstzak"," -",Knitted,"100% katoen","Better Cotton Initiative"," -","2025-01-09 00:15:59"
21233," -","Profuomo navy pique knitted overhemd-43","Simple Product",Default,PP2H00003A-43,€89.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",43,Cutaway,"Slim fit","Lange mouw (normaal)"," -",Knitted,Katoen,"Zonder borstzak"," -",Knitted,"100% katoen","Better Cotton Initiative"," -","2025-01-09 00:15:59"
21234," -","Profuomo navy pique knitted overhemd-44","Simple Product",Default,PP2H00003A-44,€89.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",44,Cutaway,"Slim fit","Lange mouw (normaal)"," -",Knitted,Katoen,"Zonder borstzak"," -",Knitted,"100% katoen","Better Cotton Initiative"," -","2025-01-09 00:15:59"
21235," -","Profuomo navy pique knitted overhemd-45","Simple Product",Default,PP2H00003A-45,€89.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",45,Cutaway,"Slim fit","Lange mouw (normaal)"," -",Knitted,Katoen,"Zonder borstzak"," -",Knitted,"100% katoen","Better Cotton Initiative"," -","2025-01-09 00:16:00"
21236,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2h00003a_0.jpg,"Profuomo navy pique knitted overhemd","Configurable Product",Default,PP2H00003A," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden"," -",Cutaway,"Slim fit","Lange mouw (normaal)"," -",Knitted,Katoen,"Zonder borstzak"," -",Knitted,"100% katoen","Better Cotton Initiative"," -","2025-01-09 00:16:00"
22864," -","Profuomo wit super slim fit stretch overhemd-36","Simple Product",Default,PP0H0A101-36,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",36,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:26:06"
22865," -","Profuomo wit super slim fit stretch overhemd-37","Simple Product",Default,PP0H0A101-37,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",37,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:26:06"
22866," -","Profuomo wit super slim fit stretch overhemd-38","Simple Product",Default,PP0H0A101-38,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",38,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:26:07"
22867," -","Profuomo wit super slim fit stretch overhemd-39","Simple Product",Default,PP0H0A101-39,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",39,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:26:07"
22868," -","Profuomo wit super slim fit stretch overhemd-40","Simple Product",Default,PP0H0A101-40,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",40,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:26:07"
22869," -","Profuomo wit super slim fit stretch overhemd-41","Simple Product",Default,PP0H0A101-41,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",41,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:26:07"
22870," -","Profuomo wit super slim fit stretch overhemd-42","Simple Product",Default,PP0H0A101-42,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",42,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:26:07"
22871," -","Profuomo wit super slim fit stretch overhemd-43","Simple Product",Default,PP0H0A101-43,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",43,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:26:07"
22872," -","Profuomo wit super slim fit stretch overhemd-44","Simple Product",Default,PP0H0A101-44,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",44,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:26:08"
22873," -","Profuomo wit super slim fit stretch overhemd-45","Simple Product",Default,PP0H0A101-45,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",45,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:26:08"
22874,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp0h0a101_0.jpg,"Profuomo wit super slim fit stretch overhemd","Configurable Product",Default,PP0H0A101," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden"," -",Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:26:08"
22875," -","Profuomo zwart super slim fit stretch overhemd-36","Simple Product",Default,PP0H0A104-36,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",36,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:27:05"
22876," -","Profuomo zwart super slim fit stretch overhemd-37","Simple Product",Default,PP0H0A104-37,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",37,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:27:05"
22877," -","Profuomo zwart super slim fit stretch overhemd-38","Simple Product",Default,PP0H0A104-38,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",38,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:27:06"
22878," -","Profuomo zwart super slim fit stretch overhemd-39","Simple Product",Default,PP0H0A104-39,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",39,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:27:06"
22879," -","Profuomo zwart super slim fit stretch overhemd-40","Simple Product",Default,PP0H0A104-40,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",40,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:27:06"
22880," -","Profuomo zwart super slim fit stretch overhemd-41","Simple Product",Default,PP0H0A104-41,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",41,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:27:06"
22881," -","Profuomo zwart super slim fit stretch overhemd-42","Simple Product",Default,PP0H0A104-42,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",42,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:27:06"
22882," -","Profuomo zwart super slim fit stretch overhemd-43","Simple Product",Default,PP0H0A104-43,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",43,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:27:06"
22883," -","Profuomo zwart super slim fit stretch overhemd-44","Simple Product",Default,PP0H0A104-44,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",44,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:27:07"
22884," -","Profuomo zwart super slim fit stretch overhemd-45","Simple Product",Default,PP0H0A104-45,€79.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden",45,Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:27:07"
22885,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp0h0a104_0.jpg,"Profuomo zwart super slim fit stretch overhemd","Configurable Product",Default,PP0H0A104," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo super slim fit overhemden"," -",Cutaway,"Super slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","97% katoen / 3% elastaan"," -"," -","2025-01-10 00:27:07"
22886," -","Profuomo het travel overhemd-37","Simple Product",Default,PP2H00002A-37,€119.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",37,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -",Travel,"100% katoen"," -"," -","2025-01-10 00:28:02"
22887," -","Profuomo het travel overhemd-38","Simple Product",Default,PP2H00002A-38,€119.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",38,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -",Travel,"100% katoen"," -"," -","2025-01-10 00:28:03"
22888," -","Profuomo het travel overhemd-39","Simple Product",Default,PP2H00002A-39,€119.95,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",39,Cutaway,"Slim fit","Lange mouw (normaal)",0," -",Katoen,"Zonder borstzak"," -",Travel,"100% katoen"," -"," -","2025-01-10 00:28:03"
22889," -","Profuomo het travel overhemd-40","Simple Product",Default,PP2H00002A-40,€119.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",40,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -",Travel,"100% katoen"," -"," -","2025-01-10 00:28:03"
22890," -","Profuomo het travel overhemd-41","Simple Product",Default,PP2H00002A-41,€119.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",41,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -",Travel,"100% katoen"," -"," -","2025-01-10 00:28:04"
22891," -","Profuomo het travel overhemd-42","Simple Product",Default,PP2H00002A-42,€119.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",42,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -",Travel,"100% katoen"," -"," -","2025-01-10 00:28:04"
22892," -","Profuomo het travel overhemd-43","Simple Product",Default,PP2H00002A-43,€119.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",43,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -",Travel,"100% katoen"," -"," -","2025-01-10 00:28:04"
22893," -","Profuomo het travel overhemd-44","Simple Product",Default,PP2H00002A-44,€119.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",44,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -",Travel,"100% katoen"," -"," -","2025-01-10 00:28:04"
22894," -","Profuomo het travel overhemd-45","Simple Product",Default,PP2H00002A-45,€119.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",45,Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -",Travel,"100% katoen"," -"," -","2025-01-10 00:28:04"
22895,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/p/p/pp2h00002a_0.jpg,"Profuomo navy travel overhemd","Configurable Product",Default,PP2H00002A," -"," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden"," -",Cutaway,"Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -",Travel,"100% katoen"," -"," -","2025-01-10 00:28:05"
22896," -","Profuomo wit oxford overhemd-37","Simple Product",Default,PP2H00006A-37,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",37,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","100% katoen"," -"," -","2025-01-10 00:29:01"
22897," -","Profuomo wit oxford overhemd-38","Simple Product",Default,PP2H00006A-38,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",38,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","100% katoen"," -"," -","2025-01-10 00:29:01"
22898," -","Profuomo wit oxford overhemd-39","Simple Product",Default,PP2H00006A-39,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",39,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","100% katoen"," -"," -","2025-01-10 00:29:01"
22899," -","Profuomo wit oxford overhemd-40","Simple Product",Default,PP2H00006A-40,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",40,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","100% katoen"," -"," -","2025-01-10 00:29:02"
22900," -","Profuomo wit oxford overhemd-41","Simple Product",Default,PP2H00006A-41,€99.95,"Default Source: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",41,"Extra cutaway","Slim fit","Lange mouw (normaal)",0," -",Katoen,"Zonder borstzak"," -"," -","100% katoen"," -"," -","2025-01-10 00:29:02"
22901," -","Profuomo wit oxford overhemd-42","Simple Product",Default,PP2H00006A-42,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",42,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","100% katoen"," -"," -","2025-01-10 00:29:02"
22902," -","Profuomo wit oxford overhemd-43","Simple Product",Default,PP2H00006A-43,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",43,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","100% katoen"," -"," -","2025-01-10 00:29:02"
22903," -","Profuomo wit oxford overhemd-44","Simple Product",Default,PP2H00006A-44,€99.95,"Default Source: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Profuomo slim fit overhemden",44,"Extra cutaway","Slim fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -","100% katoen"," -"," -","2025-01-10 00:29:02"
