ID,Thumbnail,Name,Type,"Attribute Set",SKU,Price,"Quantity per Source","Salable Quantity",Visibility,Status,Websites,Maattabel,Maat,"Kraag type",Pasvorm,Mouwlengte,"Default Original Qty",Eigenschappen,Materiaal,Borstzak,EAN,Capsule,Samenstelling,Duurzaamheid,"Marketing label","Creation Date"
3859," -","Venti lichtblauw ruit-45","Simple Product",Default,001340-100-45,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",45,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen," -",4051233090197," -"," -"," -"," -","2020-08-27 19:22:40"
3860,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001340-100-2-_overhemden-venti-modern-fit-blauw-wit-geruit-overhemd-100_-katoen-strijkvrij.jpg,"Venti lichtblauw ruit","Configurable Product",Default,001340-100,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-27 19:22:42"
3861," -","Venti grijs ruit-44","Simple Product",Default,001340-750-44,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",44,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen," -",4051233279745," -"," -"," -"," -","2020-08-27 21:20:15"
3862,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001340-750-2-_overhemden-venti-modern-fit-geruit-zwart-wit-overhemd-100_-katoen-strijkvrij.jpg,"Venti grijs ruit","Configurable Product",Default,001340-750,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-27 21:20:15"
3863," -","Venti bruin-44","Simple Product",Default,001480-201-44,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",44,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen," -",4053934667845," -"," -"," -"," -","2020-08-27 21:41:16"
3864,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001480-201-2-overhemden-venti-modern-fit-rood-bruin-overhemd-100_-katoen-strijkvrij.jpg,"Venti bruin","Configurable Product",Default,001480-201,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-27 21:41:17"
3865," -","Venti lichtgroen-36","Simple Product",Default,001480-304-36,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",36,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4051233817282," -"," -"," -"," -","2020-08-28 11:47:16"
3866," -","Venti lichtgroen-37","Simple Product",Default,001480-304-37,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",37,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4051233817299," -"," -"," -"," -","2020-08-28 11:47:17"
3867," -","Venti lichtgroen-40","Simple Product",Default,001480-304-40,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",40,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4051233817329," -"," -"," -"," -","2020-08-28 11:47:17"
3868," -","Venti lichtgroen-43","Simple Product",Default,001480-304-43,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",43,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4051233817350," -"," -"," -"," -","2020-08-28 11:47:17"
3869," -","Venti lichtgroen-42","Simple Product",Default,001480-304-42,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",42,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4051233817343," -"," -"," -"," -","2020-08-28 11:47:17"
3870," -","Venti lichtgroen-41","Simple Product",Default,001480-304-41,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",41,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4051233817336," -"," -"," -"," -","2020-08-28 11:47:17"
3871," -","Venti lichtgroen-38","Simple Product",Default,001480-304-38,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",38,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4051233817305," -"," -"," -"," -","2020-08-28 11:47:18"
3872," -","Venti lichtgroen-39","Simple Product",Default,001480-304-39,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",39,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4051233817312," -"," -"," -"," -","2020-08-28 11:47:18"
3873," -","Venti lichtgroen-44","Simple Product",Default,001480-304-44,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",44,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4051233817367," -"," -"," -"," -","2020-08-28 11:47:18"
3874," -","Venti lichtgroen-45","Simple Product",Default,001480-304-45,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",45,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4051233817374," -"," -"," -"," -","2020-08-28 11:47:18"
3875," -","Venti lichtgroen-46","Simple Product",Default,001480-304-46,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",46,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4051233817381," -"," -"," -"," -","2020-08-28 11:47:18"
3877,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001480-304-2_4-overhemden-venti-modern-fit-licht-groen-mint-overhemd-100_-katoen-strijkvrij.jpg,"Venti lichtgroen","Configurable Product",Default,001480-304,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 11:47:19"
3878," -","Venti rood-42","Simple Product",Default,001480-406-42,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",42,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4051233817701," -"," -"," -"," -","2020-08-28 13:23:35"
3879,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001480-406-4-overhemden-venti-modern-fit-rood-overhemd-100_-katoen-strijkvrij.jpg,"Venti rood","Configurable Product",Default,001480-406,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 13:23:35"
3880," -","Venti oranje-45","Simple Product",Default,001480-453-45,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",45,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4053934397575," -"," -"," -"," -","2020-08-28 13:35:06"
3881,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001480-453-2-overhemden-venti-modern-fit-oranje-overhemd-100_-katoen-strijkvrij.jpg,"Venti oranje","Configurable Product",Default,001480-453,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 13:35:06"
3882," -","Venti roze-43","Simple Product",Default,001480-47-43,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",43,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4049749566091," -"," -"," -"," -","2020-08-28 15:06:16"
3883," -","Venti roze-45","Simple Product",Default,001480-47-45,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",45,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4049749566114," -"," -"," -"," -","2020-08-28 15:06:16"
3884," -","Venti roze-46","Simple Product",Default,001480-47-46,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",46,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4049749566121," -"," -"," -"," -","2020-08-28 15:06:16"
3885,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001480-47-2_1-overhemden-venti-modern-fit-roze-overhemd-100_-katoen-strijkvrij.jpg,"Venti roze","Configurable Product",Default,001480-47,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 15:06:16"
3886," -","Venti geel-41","Simple Product",Default,001480-51-41,€64.99,"Default Source: 0, Default Original: 0, Supplier Stock: 0","Default Stock: 0, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",41,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4048449276996," -"," -"," -"," -","2020-08-28 15:22:00"
3887,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001480-51-1-overhemden-venti-modern-fit-geel-overhemd-100_-katoen-strijkvrij.jpg,"Venti geel","Configurable Product",Default,001480-51,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 15:22:02"
3888," -","Venti beige-45","Simple Product",Default,001480-600-45,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",45,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4051233317713," -"," -"," -"," -","2020-08-28 15:31:11"
3889,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001480-600-2_16-overhemden-venti-modern-fit-licht-bruin-sand-overhemd-100_-katoen-strijkvrij.jpg,"Venti beige / taupe","Configurable Product",Default,001480-600,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 15:31:12"
3890," -","Venti violet-39","Simple Product",Default,001480-950-39,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",39,Kent,"Modern fit","Lange mouw (normaal)",0," -",Katoen,"Zonder borstzak",4051233680633," -"," -"," -"," -","2020-08-28 16:16:54"
3891,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001480-950-2_7-overhemden-venti-modern-fit-roze-overhemd-100_-katoen-strijkvrij.jpg,"Venti violet","Configurable Product",Default,001480-950,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -"," -",Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 16:16:55"
3892," -","Venti blauw gestreept-45","Simple Product",Default,001550-950-45,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",45,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4051233363482," -"," -"," -"," -","2020-08-28 17:12:46"
3893,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001550-950-2-overhemden-venti-modern-fit-blauw-wit-gestrept-overhemd-100_-katoen-strijkvrij.jpg,"Venti blauw gestreept","Configurable Product",Default,001550-950,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 17:12:46"
3894," -","Venti bruin gestreept-43","Simple Product",Default,001590-450-43,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",43,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4053934169738," -"," -"," -"," -","2020-08-28 17:18:51"
3895,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/0/0/001590-450-2-overhemden-venti-modern-fit-bruin-rood-gestrept-zwart-overhemd-100_-katoen-strijkvrij.jpg,"Venti bruin gestreept","Configurable Product",Default,001590-450,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 17:18:52"
3896," -","Venti roze ruiten-45","Simple Product",Default,131703200-401-45,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",45,Widespread,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4051233850739," -"," -"," -"," -","2020-08-28 18:07:35"
3897,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/1/3/131703200-401-5_overhemden-venti-modern-fit-ruiten-roze-wit-overhemd-100_-katoen-strijkvrij.jpg,"Venti roze ruiten","Configurable Product",Default,131703200-401,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Widespread,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 18:07:35"
3898," -","Venti oker geel ruiten-44","Simple Product",Default,131812400-500-44,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",44,Widespread,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4053934080040," -"," -"," -"," -","2020-08-28 18:19:29"
3899," -","Venti oker geel ruiten-45","Simple Product",Default,131812400-500-45,€64.99,"Default Source: 1, Default Original: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 1","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",45,Widespread,"Modern fit","Lange mouw (normaal)",1,Strijkvrij,Katoen,"Zonder borstzak",4053934080057," -"," -"," -"," -","2020-08-28 18:19:29"
3900,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/1/3/131812400-500-2-overhemden-venti-modern-fit-geruit-geel--wit-overhemd-100_-katoen-strijkvrij.jpg,"Venti oker geel ruiten","Configurable Product",Default,131812400-500,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Widespread,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 18:19:29"
3901," -","Venti roze - blauw ruiten-44","Simple Product",Default,141980500-400-44,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",44,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4053934568098," -"," -"," -"," -","2020-08-28 18:37:04"
3902," -","Venti roze - blauw ruiten-45","Simple Product",Default,141980500-400-45,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",45,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4053934568104," -"," -"," -"," -","2020-08-28 18:37:04"
3903,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/1/4/141980500-400-1-overhemden-venti-modern-fit-blauw-wit-rood-geruit-overhemd-100_-katoen-strijkvrij.jpg,"Venti roze - blauw ruiten","Configurable Product",Default,141980500-400,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 18:37:05"
3904," -","Venti lichtblauw ruiten-45","Simple Product",Default,141981000-100-45,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",45,Widespread,"Modern fit","Lange mouw (normaal)",0,"Easy care",Katoen,"Zonder borstzak",4053934581486," -"," -"," -"," -","2020-08-28 19:02:52"
3905,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/1/4/141981000-100-1-overhemden-venti-modern-fit-licht-blauw-wit-geruit-overhemd-100_-katoen-strijkvrij_-_kopie.jpg,"Venti lichtblauw ruiten","Configurable Product",Default,141981000-100,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Widespread,"Modern fit","Lange mouw (normaal)"," -","Easy care",Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-28 19:02:53"
3906," -","Venti zwart streep structuur-39","Simple Product",Default,142091300-800-39,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",39,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4053934780452," -"," -"," -"," -","2020-08-29 18:16:09"
3907,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/1/4/142091300-800-1-overhemden-venti-modern-fit-zwart-overhemd-100_-katoen-strijkvrij.jpg,"Venti zwart streep structuur","Configurable Product",Default,142091300-800,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-29 18:16:16"
3908," -","Venti blauw structuur-44","Simple Product",Default,142091700-100-44,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",44,Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak",4053934785594," -"," -"," -"," -","2020-08-29 18:23:24"
3909,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/1/4/142091700-100-2_14-overhemden-venti-modern-fit-blauw-wit-geruit-overhemd-100_-katoen-strijkvrij.jpg,"Venti blauw structuur","Configurable Product",Default,142091700-100,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-29 18:23:24"
3910," -","Venti paars structuur-43","Simple Product",Default,142091700-950-43,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",43,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4053934785860," -"," -"," -"," -","2020-08-29 18:28:07"
3911," -","Venti paars structuur-44","Simple Product",Default,142091700-950-44,€64.99,"Default Source: 1, Default Original: 2, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 2","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",44,Kent,"Modern fit","Lange mouw (normaal)",2,Strijkvrij,Katoen,"Zonder borstzak",4053934785877," -"," -"," -"," -","2020-08-29 18:28:08"
3912,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/1/4/142091700-950-2_7-overhemden-venti-modern-fit-geruit-paars-wit-overhemd-100_-katoen-strijkvrij.jpg,"Venti paars structuur","Configurable Product",Default,142091700-950,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-29 18:28:08"
3913," -","Venti paars oxford-44","Simple Product",Default,142091800-950-44,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",44,Kent,"Modern fit","Lange mouw (normaal)",0,Strijkvrij,Katoen,"Zonder borstzak",4053934786836," -"," -"," -"," -","2020-08-29 18:33:00"
3914,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/1/4/142091800-950-2_6-overhemden-venti-modern-fit-geruit-paars-wit-overhemd-100_-katoen-strijkvrij.jpg,"Venti paars oxford","Configurable Product",Default,142091800-950,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -",Strijkvrij,Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-29 18:33:00"
3915," -","Venti blauw print-44","Simple Product",Default,152238400-100-44,€64.99,"Default Source: 1, Default Original: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 1","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",44,Widespread,"Modern fit","Lange mouw (normaal)",1,"Easy care",Katoen,"Zonder borstzak",4056194036772," -"," -"," -"," -","2020-08-29 18:53:41"
3916,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/1/5/152238400-100_2.jpg,"Venti blauw print","Configurable Product",Default,152238400-100,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Widespread,"Modern fit","Lange mouw (normaal)"," -","Easy care",Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-29 18:53:42"
3917," -","Venti lichtblauw print-S","Simple Product",Default,152248000-100-S,€64.99,"Default Source: 1, Default Original: 1, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",S,Kent,"Modern fit","Lange mouw (normaal)",0,"Easy care",Katoen,"Zonder borstzak",4056194038295," -"," -"," -"," -","2020-08-29 19:01:17"
3918,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/1/5/152248000-100_3-overhemden-venti-modern-fit-monster-licht-blauw-wit-overhemd-100_-katoen-strijkvrij_1.jpg,"Venti lichtblauw print","Configurable Product",Default,152248000-100,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -",Kent,"Modern fit","Lange mouw (normaal)"," -","Easy care",Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-29 19:01:17"
3919," -","Venti blauw print-43","Simple Product",Default,162421800-100-43,€64.99,"Default Source: 1, Default Original: 0, Supplier Stock: 0","Default Stock: 1, Supplier Stock: 0","Not Visible Individually",Enabled,"Luxe Overhemden","Venti modern fit overhemden",43,"Button down","Modern fit","Lange mouw (normaal)"," -","Easy care",Katoen,"Zonder borstzak",4056194300439," -"," -"," -"," -","2020-08-29 19:07:11"
3920,https://luxeoverhemden.nl/pub/media/catalog/product/cache/5305a1c08aa32960237ca049a26b1613/1/6/162421800-100-2-overhemden-venti-modern-fit-gestrept-cirkels-blauw-wit-overhemd-100_-katoen-strijkvrij_1_1.jpg,"Venti blauw print","Configurable Product",Default,162421800-100,€64.99," -",,"Catalog, Search",Enabled,"Luxe Overhemden","Venti modern fit overhemden"," -","Button down","Modern fit","Lange mouw (normaal)"," -","Easy care",Katoen,"Zonder borstzak"," -"," -"," -"," -"," -","2020-08-29 19:07:11"
